Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ45,OUT027,234.7024896
FDL25,OUT046,116.5789168
FDS08,OUT045,94.44373
NCZ42,OUT027,219.5888296
FDX57,OUT035,636.7125296
FDF21,OUT046,91.9176848
FDJ56,OUT018,1036.252452
FDX10,OUT013,248.3553844
DRG48,OUT035,699.7411524
DRN37,OUT046,124.5831644
NCY41,OUT018,1350.190468
FDN28,OUT045,74.862552
FDE34,OUT045,130.1625684
FDR10,OUT045,71.8158512
FDC32,OUT017,255.20114
DRG13,OUT046,73.27129
FDP59,OUT049,74.4537508
NCT53,OUT010,125.5725432
FDL57,OUT027,199.8478596
FDN32,OUT010,94.9510696
FDK09,OUT018,984.8353808
FDA52,OUT010,123.4486412
FDC57,OUT049,92.799204
FDI09,OUT035,612.7384032
NCB07,OUT046,117.4630992
FDP26,OUT035,607.9579592
FDP40,OUT027,194.9888512
FDL15,OUT013,190.172454
FDV07,OUT046,93.6807232
FDS03,OUT017,236.9422408
FDE50,OUT049,77.9665116
FDQ15,OUT017,256.5247504
FDQ33,OUT010,130.1812108
FDT22,OUT013,239.7386008
DRO35,OUT035,700.8623596
FDJ41,OUT049,77.9878172
FDQ27,OUT035,681.6074236
FDC26,OUT017,241.8025808
NCF43,OUT027,219.5888296
NCR50,OUT035,699.4934748
FDE39,OUT018,988.7449584
FDN49,OUT027,220.44638
DRG11,OUT035,631.7070452
NCA18,OUT049,75.648196
FDM36,OUT018,996.988894
FDW32,OUT017,266.4185384
NCQ18,OUT010,132.8084576
FDX14,OUT027,201.37121
FDD46,OUT017,277.5547092
FDI34,OUT019,120.8040836
NCJ17,OUT035,605.9166164
FDB52,OUT035,671.4806056
FDV55,OUT018,904.2469488
FDC57,OUT046,91.9176848
FDB29,OUT046,75.8905472
NCO43,OUT035,689.0257672
FDG44,OUT045,138.8232948
FDJ34,OUT045,118.4817732
FDH40,OUT049,117.5137
NCD07,OUT027,219.5888296
FDB41,OUT017,241.3578264
FDH47,OUT018,1061.800529
DRK37,OUT035,699.7411524
FDM25,OUT019,123.0504928
NCX06,OUT045,72.1554092
NCS05,OUT017,222.5915876
FDS39,OUT045,72.991654
FDC47,OUT027,240.4283696
FDG20,OUT013,232.4068112
DRL23,OUT017,209.4553536
FDY33,OUT013,248.3553844
NCH18,OUT045,72.1554092
FDX47,OUT035,724.6953364
NCB06,OUT045,131.6113492
FDP36,OUT049,73.1328036
FDW44,OUT018,917.6681452
NCU41,OUT018,1318.872567
NCS17,OUT046,120.31006
FDD46,OUT035,554.5088668
FDE45,OUT017,224.7461164
FDI09,OUT017,260.973626
NCJ54,OUT010,132.8084576
NCA29,OUT018,873.4843256
NCN41,OUT027,218.4782752
FDY34,OUT035,636.7125296
NCG55,OUT035,699.4934748
DRM49,OUT046,116.628186
NCB42,OUT049,80.242216
FDE58,OUT045,71.8158512
DRJ25,OUT013,209.7509688
FDS47,OUT010,127.613886
FDY21,OUT049,127.3369132
NCI54,OUT013,206.3753628
FDO24,OUT017,244.002384
FDY43,OUT035,604.4744936
FDF35,OUT018,1064.482372
NCP29,OUT019,129.078646
FDN28,OUT027,194.9888512
FDJ50,OUT018,1009.002589
FDQ14,OUT027,208.0238836
FDC37,OUT035,680.7578628
FDN08,OUT046,126.4260988
FDD04,OUT035,671.4806056
FDW34,OUT018,940.928534
FDP04,OUT017,198.4896276
NCG07,OUT017,216.5953928
NCN14,OUT018,1065.596921
FDJ16,OUT045,132.6553236
NCM42,OUT045,72.1554092
NCF19,OUT046,75.0582972
FDY21,OUT018,984.8353808
FDY19,OUT035,667.6948668
FDV09,OUT045,71.8158512
FDA28,OUT013,179.3944836
FDC38,OUT018,1083.407071
FDL28,OUT045,74.862552
NCH43,OUT049,76.2527424
NCN53,OUT045,76.7973668
NCW05,OUT017,250.1423916
NCO30,OUT018,873.4843256
FDT04,OUT019,129.8030364
FDB27,OUT018,988.7449584
NCK07,OUT013,195.7931376
NCA53,OUT013,209.6790624
FDB33,OUT018,904.2469488
FDU37,OUT017,256.9082512
FDR13,OUT035,669.182264
FDE45,OUT049,95.1188512
FDV37,OUT017,256.9082512
FDX44,OUT019,126.9068064
NCL06,OUT017,188.108474
FDJ28,OUT045,76.493762
FDX55,OUT049,95.1188512
NCK17,OUT018,1318.872567
FDH52,OUT035,671.59246
FDN13,OUT027,205.971888
FDK44,OUT018,1036.252452
FDU16,OUT046,75.8905472
FDZ07,OUT017,266.4185384
NCN06,OUT027,201.630872
FDH02,OUT010,76.493762
NCW18,OUT045,72.1554092
FDH57,OUT013,218.68201
FDV35,OUT045,127.4367832
NCU29,OUT013,209.6790624
NCP02,OUT046,75.0582972
FDN44,OUT013,218.68201
FDX03,OUT018,1021.955062
FDR11,OUT010,116.5909012
FDA36,OUT046,73.730692
FDP58,OUT027,240.4283696
FDH31,OUT045,72.17272
FDH34,OUT035,645.1602
FDS13,OUT035,604.6223012
FDT01,OUT018,1016.539445
FDY09,OUT049,74.8452412
FDV33,OUT027,225.193534
NCW29,OUT010,77.9079212
NCN17,OUT045,76.7973668
FDX01,OUT046,78.7055496
FDL03,OUT049,75.4125028
DRL59,OUT049,77.1635568
DRM11,OUT027,208.0611684
FDA43,OUT049,95.1188512
FDZ56,OUT010,94.9510696
FDI44,OUT018,1036.252452
FDB50,OUT013,210.1411276
FDU15,OUT019,75.4125028
NCJ19,OUT019,74.83592
FDD48,OUT013,195.4136316
NCW42,OUT035,699.4934748
FDL24,OUT017,199.8944656
NCB30,OUT013,206.3753628
FDK25,OUT013,224.0377052
FDW28,OUT049,129.8030364
FDD47,OUT017,265.1268864
FDK16,OUT019,129.8030364
FDW37,OUT046,124.7735832
FDA48,OUT035,603.74744
FDA14,OUT017,211.0958848
FDV15,OUT013,208.308846
FDN22,OUT049,120.8040836
NCD55,OUT045,72.1554092
FDY43,OUT013,220.6208196
NCU05,OUT017,222.5915876
FDF10,OUT035,554.8217928
FDR39,OUT018,1081.122045
FDG40,OUT013,186.870086
FDZ28,OUT019,124.7829044
FDE02,OUT045,132.3890036
FDU60,OUT049,73.1328036
FDM21,OUT013,227.1150328
FDV52,OUT019,124.7829044
NCW06,OUT013,206.3753628
FDX36,OUT035,602.9764436
FDT35,OUT027,224.154886
NCL19,OUT010,73.6254956
NCD31,OUT046,75.0582972
FDE53,OUT019,77.9878172
FDW58,OUT019,74.8452412
DRF48,OUT046,73.27129
FDW57,OUT035,554.8217928
DRH13,OUT017,208.0478524
FDT33,OUT013,216.8870132
DRK47,OUT027,208.0611684
FDY22,OUT010,119.1089568
FDC35,OUT019,137.5569432
FDO03,OUT013,183.5317648
FDF24,OUT045,70.0301756
FDF56,OUT018,1034.767718
FDD28,OUT013,186.870086
FDG53,OUT027,198.6773832
FDO27,OUT019,123.5778064
NCF54,OUT018,873.4843256
FDC20,OUT027,223.8526128
FDU10,OUT046,73.0369284
DRA24,OUT018,1028.15366
FDA02,OUT010,72.0102648
FDG10,OUT017,229.8714448
FDW39,OUT010,74.0476128
FDP04,OUT019,77.9878172
NCM55,OUT013,152.6666084
FDG47,OUT045,100.629012
NCU41,OUT017,222.5915876
NCK31,OUT017,207.8201488
FDZ46,OUT045,69.5175096
FDU13,OUT027,204.2234972
NCF19,OUT045,72.1554092
NCJ43,OUT013,206.3753628
NCJ05,OUT045,76.7973668
FDS04,OUT027,215.1186484
FDX28,OUT010,78.4032764
FDB41,OUT027,215.1186484
FDG53,OUT046,76.3219856
FDL15,OUT010,121.8733584
FDQ08,OUT049,92.799204
DRN36,OUT013,193.8103852
FDI46,OUT013,244.7507432
FDG16,OUT027,201.1475012
FDV32,OUT013,220.6208196
FDF44,OUT010,130.69654
FDK04,OUT018,973.9615352
NCA41,OUT013,209.6790624
FDD51,OUT017,243.3991692
NCZ53,OUT045,76.7973668
FDP01,OUT027,201.9291504
FDY25,OUT049,80.3913552
FDB17,OUT018,973.9615352
NCV54,OUT018,873.4843256
FDJ32,OUT017,224.7461164
FDA37,OUT049,77.9665116
FDG35,OUT035,658.8730168
NCM05,OUT018,1318.872567
FDG45,OUT046,93.6807232
FDH28,OUT013,216.5168284
NCE18,OUT049,75.648196
FDH38,OUT045,77.3379964
FDR56,OUT013,232.4068112
FDH17,OUT027,194.9888512
FDD39,OUT049,76.9904488
FDB41,OUT049,124.7829044
NCR53,OUT046,125.8375316
FDX46,OUT017,229.8714448
FDV28,OUT049,76.7574188
FDA08,OUT018,917.6681452
FDH45,OUT017,266.4185384
NCS38,OUT010,132.8084576
FDD40,OUT010,72.0102648
DRM59,OUT035,700.8623596
NCJ43,OUT018,873.4843256
NCN29,OUT013,209.6790624
NCC19,OUT045,132.4928684
FDR56,OUT035,604.826036
FDZ43,OUT049,92.799204
FDJ32,OUT010,138.8179684
DRH03,OUT017,211.0958848
NCZ54,OUT035,585.6403432
FDE26,OUT017,241.8025808
FDS03,OUT045,122.9373068
DRZ24,OUT019,127.7443828
FDO48,OUT027,203.841328
FDW39,OUT049,75.4125028
NCK05,OUT049,80.242216
NCK30,OUT017,216.5953928
FDT27,OUT018,995.1872392
FDS08,OUT019,136.8778272
NCJ19,OUT049,128.1105728
FDC58,OUT045,71.8158512
DRE37,OUT013,209.7509688
FDW02,OUT035,661.3271556
FDJ02,OUT010,76.493762
FDX09,OUT045,71.8158512
FDT31,OUT010,94.9510696
FDI24,OUT049,119.8293524
FDY09,OUT045,71.8158512
FDV28,OUT045,121.8826796
DRM47,OUT049,77.1635568
FDT52,OUT019,124.7829044
FDI48,OUT018,996.988894
FDY55,OUT017,255.20114
FDU48,OUT013,195.4136316
FDN25,OUT045,70.0301756
FDP20,OUT049,95.1188512
FDJ15,OUT013,191.8462752
FDD04,OUT018,1067.466487
FDY58,OUT045,71.8158512
FDR37,OUT018,1012.668484
FDF44,OUT013,210.7177104
FDD32,OUT045,91.7592244
FDR57,OUT017,229.8714448
DRG39,OUT027,208.0238836
FDX15,OUT017,242.0196316
DRN37,OUT045,131.2717912
FDW40,OUT027,194.9888512
FDB32,OUT049,95.1188512
FDM40,OUT018,1033.08058
FDE39,OUT027,208.0238836
DRH49,OUT017,208.0478524
FDT46,OUT049,74.8452412
NCF06,OUT035,699.4934748
FDP07,OUT017,255.20114
FDC04,OUT013,199.4856644
FDZ32,OUT017,217.1986076
FDD50,OUT045,132.3890036
FDU56,OUT017,224.7461164
FDV34,OUT017,229.8714448
NCY41,OUT013,212.4221584
NCK18,OUT046,75.0582972
DRH25,OUT049,73.7266972
FDT57,OUT046,73.8651836
FDV56,OUT018,917.6681452
FDV12,OUT045,70.0301756
FDN52,OUT017,241.3578264
FDX38,OUT035,661.3271556
FDE47,OUT018,986.4998808
NCO07,OUT013,195.7931376
FDV09,OUT027,234.7024896
FDZ23,OUT019,123.192974
DRH51,OUT018,1067.466487
NCY54,OUT045,132.4928684
DRG49,OUT013,178.1973752
NCC19,OUT049,129.63126
NCV53,OUT045,76.7973668
FDZ47,OUT019,73.1328036
NCO26,OUT018,976.6873204
NCP02,OUT045,72.1554092
NCW30,OUT018,873.4843256
NCN55,OUT046,73.8758364
FDB20,OUT010,138.8179684
DRL11,OUT013,196.8783916
DRD60,OUT045,70.3524228
FDW14,OUT010,72.0102648
FDL27,OUT010,74.909158
FDU09,OUT018,934.9549764
DRH36,OUT027,205.6309984
FDP34,OUT027,240.4283696
FDE04,OUT017,190.0499468
FDZ57,OUT027,225.193534
FDF02,OUT010,131.8736744
FDG28,OUT045,74.862552
NCI31,OUT046,73.8758364
FDT43,OUT013,218.68201
FDU20,OUT046,91.9176848
FDD53,OUT013,186.870086
FDW15,OUT045,72.17272
NCT53,OUT045,76.7973668
NCG55,OUT027,219.5888296
FDD48,OUT035,680.7578628
FDG47,OUT049,103.5611952
FDI21,OUT017,229.8714448
FDT27,OUT017,162.8200584
DRO35,OUT013,196.8783916
FDD33,OUT017,224.7461164
FDC04,OUT035,671.4806056
FDY34,OUT013,216.8870132
DRJ49,OUT049,73.7266972
FDE05,OUT049,76.7574188
FDU31,OUT017,217.1986076
NCN19,OUT027,206.178286
FDK56,OUT027,217.9775936
FDK58,OUT017,229.8714448
NCJ42,OUT035,699.4934748
FDZ34,OUT027,206.9932252
FDA52,OUT018,998.1247488
NCR29,OUT013,209.6790624
FDT48,OUT035,680.7578628
DRJ51,OUT019,126.5006684
NCS54,OUT046,75.0582972
FDV01,OUT035,603.6196064
DRG51,OUT027,208.0238836
NCG42,OUT013,206.3753628
FDA51,OUT049,121.2448432
FDV19,OUT010,92.120088
NCT18,OUT045,72.1554092
NCS41,OUT045,76.7973668
FDO03,OUT046,75.4444612
FDL12,OUT010,121.6696236
FDY37,OUT010,76.493762
FDI58,OUT049,75.6868124
FDT28,OUT018,973.9615352
NCC42,OUT010,123.9067116
FDO01,OUT017,199.8944656
FDJ02,OUT013,191.157838
FDQ04,OUT018,1033.08058
DRL47,OUT013,196.8783916
FDZ32,OUT035,656.1712004
FDC35,OUT035,597.4130188
FDX14,OUT045,114.1354308
FDZ35,OUT013,195.0634208
FDL14,OUT013,191.157838
FDO04,OUT049,77.9878172
DRK11,OUT017,209.4553536
FDB44,OUT018,904.2469488
FDZ50,OUT049,113.3178284
FDI12,OUT027,221.2573244
FDU43,OUT017,217.1986076
FDD58,OUT010,130.1812108
FDB27,OUT017,211.0958848
FDB04,OUT018,997.5694716
NCO17,OUT013,209.6790624
FDL12,OUT017,258.3064312
DRJ13,OUT049,73.7266972
FDD57,OUT045,94.44373
FDW19,OUT035,656.1712004
DRD27,OUT018,988.7449584
FDH27,OUT027,208.0238836
NCW30,OUT027,219.5888296
FDR40,OUT018,998.1247488
FDG05,OUT013,216.5168284
NCY41,OUT019,129.078646
FDI38,OUT018,1016.539445
FDR20,OUT046,91.9176848
FDE09,OUT017,224.7461164
FDN50,OUT019,77.9665116
DRF27,OUT045,72.0701868
DRF51,OUT013,214.3769472
NCO02,OUT019,128.1105728
FDB51,OUT027,208.0238836
FDJ50,OUT013,198.321846
FDN52,OUT013,216.5168284
FDX14,OUT013,194.0953476
FDT27,OUT019,123.5778064
FDV10,OUT013,192.0619944
FDU33,OUT046,113.7958728
FDU58,OUT046,73.0369284
NCP42,OUT027,219.5888296
FDL51,OUT027,205.2648084
DRH15,OUT027,206.2169024
FDU16,OUT017,190.0499468
FDW15,OUT017,196.331104
FDQ44,OUT045,94.44373
NCI06,OUT027,219.5888296
DRK23,OUT019,128.6019332
FDC28,OUT035,683.4397052
NCY17,OUT019,80.242216
NCV05,OUT018,1318.872567
FDM34,OUT019,127.3369132
DRD60,OUT027,205.6309984
FDT38,OUT046,74.63618
FDQ57,OUT018,940.928534
FDE59,OUT027,221.5129916
NCM43,OUT046,73.8758364
DRI51,OUT049,74.989054
NCG30,OUT017,230.6690732
NCK54,OUT035,699.4934748
FDQ16,OUT019,92.6087852
FDI36,OUT013,187.6077924
FDX16,OUT027,198.6773832
FDA34,OUT046,100.3919872
FDJ48,OUT018,987.8887396
FDU47,OUT035,635.37294
FDS39,OUT046,75.8186408
FDD11,OUT046,100.3919872
FDM16,OUT027,194.9888512
FDU56,OUT018,904.2469488
FDQ32,OUT017,217.1986076
DRK35,OUT013,194.307072
FDA58,OUT049,127.3369132
DRG48,OUT019,73.7266972
FDT59,OUT010,74.3139328
FDQ31,OUT019,132.4422676
FDS51,OUT018,1012.250362
FDW32,OUT027,231.2776144
FDI15,OUT027,206.2169024
NCV30,OUT017,166.7682524
DRG25,OUT049,73.7266972
FDT02,OUT013,199.4856644
FDO33,OUT027,240.4283696
FDP38,OUT035,680.3690356
FDZ45,OUT035,543.4765608
NCA54,OUT027,219.5888296
FDU33,OUT017,283.8358664
FDN58,OUT017,229.8714448
FDI05,OUT045,121.8826796
FDM57,OUT019,120.8040836
NCS42,OUT027,179.9604136
FDB57,OUT045,91.7592244
FDC03,OUT045,70.668012
FDZ58,OUT013,227.1150328
NCK29,OUT045,131.6113492
NCR53,OUT045,131.6113492
FDE26,OUT027,204.2234972
FDU52,OUT049,77.9878172
FDE41,OUT027,194.9888512
FDU38,OUT018,1067.466487
FDA52,OUT017,241.3578264
FDW46,OUT046,74.716076
DRI59,OUT035,700.8623596
FDT38,OUT035,671.4806056
FDL33,OUT018,984.8353808
FDQ01,OUT027,219.9483616
FDJ08,OUT046,132.7192404
FDQ47,OUT049,118.266054
NCZ18,OUT013,202.7547424
FDE29,OUT017,228.2016184
FDF10,OUT027,247.5684088
FDC48,OUT049,74.456414
FDY58,OUT013,227.1150328
NCX30,OUT010,72.7200076
FDV11,OUT013,226.8859976
FDT46,OUT046,73.8651836
DRD01,OUT019,122.9026852
FDQ11,OUT013,176.2132912
NCM41,OUT017,222.5915876
NCC55,OUT013,206.3753628
FDG45,OUT027,217.9775936
NCQ54,OUT049,75.648196
FDM34,OUT045,69.8184512
FDD17,OUT019,77.9878172
FDN38,OUT027,219.9483616
FDB53,OUT018,973.9615352
NCL06,OUT035,555.024196
NCV18,OUT019,129.63126
FDX25,OUT013,198.321846
FDB39,OUT046,74.63618
FDC33,OUT049,94.90979
NCO14,OUT018,873.4843256
FDA58,OUT027,240.4283696
NCQ02,OUT017,216.5953928
NCR53,OUT017,250.1423916
FDN52,OUT046,117.8452684
FDG26,OUT046,78.7055496
FDE23,OUT027,219.694026
DRI37,OUT013,209.7509688
DRH37,OUT018,1024.073638
FDO01,OUT035,669.2341964
FDK45,OUT049,82.1304248
FDP23,OUT049,75.6055848
FDM33,OUT035,554.5088668
FDD36,OUT017,206.724242
FDL56,OUT017,255.20114
FDT27,OUT010,121.5910592
FDG52,OUT017,161.736136
NCL42,OUT035,699.4934748
DRJ24,OUT046,124.5831644
FDV38,OUT046,122.1836212
FDT35,OUT045,116.1701156
FDY51,OUT045,131.5128108
FDC37,OUT017,206.724242
NCP43,OUT013,195.7931376
FDO33,OUT045,130.1625684
FDW04,OUT018,998.1247488
NCC31,OUT046,75.0582972
FDK22,OUT049,74.8452412
FDJ50,OUT017,208.0904636
FDV13,OUT017,200.6934256
DRL60,OUT017,208.0478524
FDW03,OUT017,196.331104
FDY27,OUT035,671.4806056
FDB39,OUT027,208.0238836
FDU59,OUT045,127.4367832
FDZ57,OUT049,73.47103
FDO21,OUT049,73.47103
FDS43,OUT018,904.2469488
FDU28,OUT010,123.4486412
FDC51,OUT010,72.0102648
FDW16,OUT010,74.0542708
FDP32,OUT010,138.8179684
FDB60,OUT019,74.456414
NCQ30,OUT046,75.0582972
FDD26,OUT049,79.8507256
FDI44,OUT045,138.8232948
DRH23,OUT046,124.4153828
FDO44,OUT046,132.7192404
FDG04,OUT046,76.3219856
FDM32,OUT027,223.8526128
FDM09,OUT013,248.3553844
FDZ47,OUT013,218.34911
FDM40,OUT027,201.1475012
FDY48,OUT017,206.724242
NCM30,OUT045,68.9142948
FDX36,OUT010,121.6696236
DRF03,OUT017,211.0958848
FDN51,OUT049,75.4125028
FDM57,OUT049,126.581896
FDB35,OUT049,101.5664584
FDY13,OUT027,209.4846488
FDA37,OUT017,200.6934256
NCX53,OUT017,222.5915876
FDD59,OUT018,1003.469791
FDX10,OUT019,120.8040836
FDC03,OUT018,954.7412208
FDW43,OUT035,656.1712004
FDW10,OUT046,74.0129912
FDY14,OUT027,184.4159472
FDV43,OUT045,134.897738
FDO40,OUT013,186.870086
FDP46,OUT027,239.2898516
NCE43,OUT019,129.63126
FDD05,OUT035,683.4397052
FDJ60,OUT010,121.6696236
DRE27,OUT018,1067.466487
FDO11,OUT035,724.6953364
DRG11,OUT027,206.151654
FDK33,OUT010,73.5389416
DRM23,OUT045,131.6060228
FDJ02,OUT027,205.83207
NCZ05,OUT045,76.7973668
NCL30,OUT013,206.3753628
FDZ19,OUT018,1036.252452
FDM45,OUT049,120.8040836
FDO36,OUT046,73.730692
NCK31,OUT045,71.9250424
DRJ37,OUT045,70.3524228
FDP24,OUT018,1064.482372
FDF46,OUT013,239.7386008
FDX46,OUT019,120.8040836
NCL18,OUT045,132.4928684
FDJ26,OUT013,224.0456948
FDJ07,OUT045,72.991654
FDY15,OUT013,226.8220808
DRG01,OUT045,70.3524228
FDF58,OUT045,71.8158512
FDZ14,OUT019,121.2448432
FDP31,OUT049,132.4422676
FDH45,OUT013,232.4068112
FDA09,OUT010,119.1089568
FDW31,OUT035,656.1712004
FDA57,OUT046,73.8651836
NCE55,OUT035,585.6403432
FDC17,OUT019,77.9878172
FDC59,OUT013,202.6468828
FDA22,OUT013,215.8337176
FDK52,OUT035,615.8197256
NCM26,OUT046,73.8758364
NCT53,OUT035,685.2000804
FDW45,OUT018,940.928534
NCI18,OUT035,699.4934748
FDE38,OUT018,1009.002589
FDF08,OUT019,132.4422676
FDY58,OUT010,71.5228992
FDF58,OUT019,74.8452412
FDX39,OUT017,196.331104
FDB44,OUT049,95.1188512
FDF28,OUT013,179.3944836
FDE39,OUT013,199.4856644
FDT37,OUT018,1009.002589
FDZ45,OUT017,227.550466
FDO40,OUT035,683.4397052
FDM57,OUT027,242.9384356
DRG36,OUT017,245.4391804
FDY36,OUT010,73.2459896
DRL60,OUT027,205.6309984
FDS25,OUT019,124.897422
DRF49,OUT027,178.627482
FDP16,OUT045,76.493762
FDS60,OUT049,74.456414
FDU15,OUT027,201.4670852
FDK43,OUT046,75.8186408
FDN25,OUT046,72.8771364
FDE53,OUT049,77.9878172
FDB22,OUT013,239.7386008
FDE39,OUT017,211.0958848
FDX35,OUT035,635.37294
NCG54,OUT049,121.5178212
FDH27,OUT035,671.4806056
NCK42,OUT013,206.3753628
FDS25,OUT049,124.897422
FDI10,OUT018,976.269198
FDU35,OUT035,633.0453032
FDI04,OUT017,199.8012536
DRK23,OUT035,586.7735348
FDB53,OUT019,129.8030364
FDY02,OUT049,121.2448432
FDM60,OUT035,669.2341964
NCJ31,OUT010,131.1000148
DRP35,OUT017,243.7533748
NCQ30,OUT018,873.4843256
DRL11,OUT010,123.812168
FDU01,OUT013,191.157838
FDR39,OUT035,609.533242
FDO08,OUT046,91.9176848
FDC02,OUT045,74.76934
NCZ29,OUT035,563.2707948
FDF29,OUT010,76.6362432
FDZ23,OUT017,169.2450284
NCU53,OUT018,1318.872567
NCW30,OUT013,206.3753628
NCM26,OUT027,206.178286
FDV50,OUT027,206.2169024
FDW15,OUT049,75.4125028
FDI35,OUT027,221.5129916
FDO11,OUT017,205.7481792
FDN48,OUT046,73.730692
NCA17,OUT049,80.242216
NCN54,OUT013,206.3753628
FDP22,OUT013,248.3553844
NCB54,OUT035,685.2000804
FDD08,OUT045,94.44373
DRM48,OUT010,131.0747144
FDG41,OUT027,219.1560596
FDE44,OUT027,217.9775936
FDE26,OUT035,604.6223012
NCS38,OUT013,206.3753628
NCJ54,OUT018,873.4843256
FDI40,OUT019,124.7829044
FDN45,OUT018,984.8353808
FDU43,OUT046,91.9176848
FDI04,OUT010,123.4486412
NCC07,OUT018,873.4843256
NCC07,OUT019,75.648196
NCD18,OUT045,75.9464744
FDU55,OUT035,667.6948668
FDX59,OUT035,738.5532976
FDR52,OUT049,130.8257052
NCP17,OUT013,209.6790624
FDQ32,OUT045,91.7592244
NCT17,OUT049,80.242216
FDO10,OUT049,73.47103
FDE32,OUT049,95.1188512
FDN44,OUT045,94.44373
FDH02,OUT035,669.182264
FDK60,OUT013,223.7793748
FDS24,OUT019,123.192974
FDL03,OUT010,74.0476128
FDB46,OUT027,247.5684088
FDO48,OUT049,73.1328036
FDZ39,OUT049,75.4125028
FDT02,OUT027,208.0238836
FDC50,OUT013,210.1411276
FDP39,OUT035,595.2571584
DRG15,OUT018,1067.466487
FDP10,OUT018,984.8353808
FDF53,OUT027,215.1186484
FDN34,OUT045,70.2592108
FDK02,OUT045,132.3890036
FDC23,OUT045,100.8407364
FDJ10,OUT019,120.8040836
FDE53,OUT035,683.4397052
FDR25,OUT035,603.6196064
FDW50,OUT046,111.4602464
FDS09,OUT049,120.8040836
FDW49,OUT010,131.8736744
FDU51,OUT046,117.094246
FDF28,OUT018,998.1247488
NCY30,OUT018,873.4843256
FDD44,OUT045,123.4113564
FDX09,OUT017,237.62402
NCF30,OUT013,202.7547424
FDZ50,OUT019,121.2448432
FDW37,OUT013,198.321846
FDD11,OUT049,102.4919204
DRH39,OUT018,1067.466487
FDA36,OUT049,74.456414
NCG43,OUT049,95.5316472
FDF02,OUT035,604.6223012
FDP57,OUT027,234.7024896
NCE42,OUT017,216.5953928
NCR38,OUT027,201.630872
FDP03,OUT019,123.5778064
FDO51,OUT035,681.6074236
NCQ42,OUT046,75.0582972
NCM41,OUT046,80.5032096
FDH48,OUT027,206.025152
DRF60,OUT046,73.27129
FDJ27,OUT035,610.918106
FDQ14,OUT013,199.4856644
FDN27,OUT017,201.9224924
NCQ02,OUT046,75.0582972
FDJ33,OUT049,120.8040836
FDP07,OUT027,217.9775936
DRE01,OUT049,127.7443828
FDU36,OUT045,71.5455364
FDL28,OUT017,190.0499468
NCX53,OUT046,80.5032096
FDZ39,OUT013,183.5317648
NCP42,OUT013,206.3753628
FDJ14,OUT035,669.182264
FDK04,OUT049,77.9878172
NCC19,OUT017,230.6690732
FDS09,OUT018,976.269198
FDZ02,OUT046,73.7986036
FDD35,OUT018,986.4998808
NCY42,OUT017,216.5953928
FDB05,OUT045,132.6553236
FDF20,OUT035,667.6948668
NCO41,OUT018,1318.872567
FDC40,OUT027,205.2648084
FDV58,OUT045,130.1625684
FDZ57,OUT045,70.2592108
DRM35,OUT046,76.6508908
DRN36,OUT018,1024.073638
FDQ13,OUT046,78.7055496
DRO35,OUT010,75.3645652
NCD43,OUT035,699.4934748
FDA51,OUT018,1067.694191
NCX17,OUT027,216.4609012
NCZ17,OUT049,121.1782632
FDR11,OUT027,224.154886
FDW34,OUT049,74.8452412
FDN50,OUT017,200.6934256
FDS09,OUT046,113.7958728
FDS48,OUT018,987.8887396
FDL44,OUT049,95.1188512
DRF48,OUT018,1024.073638
FDA14,OUT018,988.7449584
NCD30,OUT049,75.648196
FDI16,OUT017,241.3578264
NCG06,OUT035,699.4934748
DRZ24,OUT035,632.5126632
NCS17,OUT045,125.0745248
FDB37,OUT045,70.0301756
FDE10,OUT035,554.8217928
FDC57,OUT045,91.7592244
FDM12,OUT018,982.2693876
FDE24,OUT049,128.5806276
FDW22,OUT045,70.2592108
DRD01,OUT027,204.314046
NCZ18,OUT027,201.630872
FDN49,OUT045,120.94257
FDR22,OUT035,636.7125296
FDV08,OUT019,95.1188512
FDY39,OUT046,75.4444612
FDV36,OUT049,74.456414
FDO60,OUT045,71.5455364
FDU04,OUT027,198.6773832
FDR20,OUT027,220.8977924
FDW19,OUT019,94.9004688
FDU40,OUT049,77.9878172
FDK15,OUT045,131.5740644
DRF15,OUT035,671.4806056
FDQ25,OUT017,200.6934256
FDI48,OUT019,123.192974
FDS49,OUT046,117.400514
FDV22,OUT046,73.0369284
NCV42,OUT046,75.0582972
FDX26,OUT046,122.1836212
FDI33,OUT018,940.928534
FDZ14,OUT049,73.6854176
FDG10,OUT013,216.8870132
FDM38,OUT018,1075.673138
FDG26,OUT027,209.4846488
FDH46,OUT035,636.7125296
FDN13,OUT018,1064.482372
FDU57,OUT035,554.8217928
NCI06,OUT046,75.0582972
FDM38,OUT045,123.1716684
NCG42,OUT010,67.552068
FDL39,OUT045,70.5748
FDT31,OUT019,95.1188512
FDV59,OUT013,200.285956
FDB49,OUT035,669.2341964
FDD58,OUT049,74.8452412
DRN59,OUT046,76.2567372
FDX48,OUT049,73.1328036
FDQ11,OUT049,76.9984384
FDY12,OUT049,123.192974
FDQ11,OUT045,72.07285
DRI11,OUT017,209.4553536
FDY32,OUT027,217.9775936
FDS51,OUT045,72.991654
FDR19,OUT010,130.69654
DRB13,OUT018,1028.15366
FDS21,OUT035,636.7125296
FDQ40,OUT045,74.862552
NCE55,OUT013,202.7547424
